journalTitle,jcrYear,jif,category,edition,source,url
IEEE Transactions on Signal Processing,2021,4.931,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Signal Processing,2022,4.875,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Signal Processing,2023,5.4,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Signal Processing,2024,4.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Signal Processing,2025,5.8,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2018,3.971,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2019,3.402,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2020,2.6,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2021,2.687,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2022,3.757,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2023,5.3,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2024,5.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Parallel and Distributed Systems,2025,6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computational Intelligence,2022,4.851,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computational Intelligence,2023,5.3,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computational Intelligence,2024,5.3,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Emerging Topics in Computational Intelligence,2025,6.5,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2018,1.952,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2019,2.81,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2020,3.255,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2021,3.756,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2022,4.757,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2023,5.1,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2024,3.9,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Recognition Letters,2025,3.3,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2018,3.406,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2019,4.118,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2020,4.509,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2021,4.848,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2022,5.349,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2023,5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2024,3.9,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Remote Sensing,2025,4.1,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2018,1.257,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2019,1.82,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2020,2.441,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2021,2.776,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2022,3.635,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2023,5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2024,4.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of Artificial Intelligence Research,2025,4,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2018,1.952,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2019,2.755,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2020,2.667,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2021,3.379,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2022,4.546,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2023,5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2024,4.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Cognitive and Developmental Systems,2025,4.9,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2018,2.973,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2019,2.861,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2020,2.672,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2021,4.654,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2022,10.489,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2023,5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2024,7.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
ACM Transactions on Intelligent Systems and Technology,2025,6.6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2018,4.883,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2019,5.371,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2020,5.312,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2021,5.485,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2022,5.418,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2023,4.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2024,4.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Control Systems Technology,2025,3.9,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2018,2.892,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2019,3.534,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2020,3.833,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2021,3.966,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2022,5.343,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2023,4.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2024,3.4,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Geoscience and Remote Sensing Letters,2025,4.4,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2018,2.481,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2019,2.879,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2020,2.629,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2021,3.67,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2022,5.406,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2023,4.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2024,2.8,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Data Mining and Knowledge Discovery,2025,4.3,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2018,1.925,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2019,2.674,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2020,3.86,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2021,5.9,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2022,3.577,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2023,4.7,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2024,3.3,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Memetic Computing,2025,2.3,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2018,4.288,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2019,4.491,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2020,4.424,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2021,4.538,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2022,4.756,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2023,4.6,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2024,4.4,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Biomedical Engineering,2025,4.5,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2018,2.428,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2019,2.896,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2020,3.015,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2021,3.71,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2022,3.702,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2023,4.5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2024,3.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE/ACM Transactions on Computational Biology and Bioinformatics,2025,3.4,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2018,2.391,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2019,2.645,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2020,3.121,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2021,3.876,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2022,4.886,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2023,4.5,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2024,4.3,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Computer Vision and Image Understanding,2025,3.5,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2018,3.47,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2019,4.086,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2020,4.384,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2021,4.662,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2022,4.729,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2023,4.4,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2024,3.4,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Signal Processing,2025,3.6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2018,2.396,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2019,3.085,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2020,4.406,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2021,4.673,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2022,4.085,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2023,4.3,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2024,3.6,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
International Journal of Fuzzy Systems,2025,3.6,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2018,2.367,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2019,2.784,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2020,3.05,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2021,3.643,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2022,3.732,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2023,4.1,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2024,3.1,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Soft Computing,2025,2.5,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2018,1.281,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2019,1.41,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2020,1.512,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2021,2.58,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2022,2.307,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2023,3.9,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2024,3.7,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Pattern Analysis and Applications,2025,2,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2018,2.813,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2019,3.268,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2020,3.105,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2021,3.109,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2022,3.201,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2023,3.9,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2024,3.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Signal Processing Letters,2025,3.9,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2018,2.675,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2019,2.907,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2020,3.305,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2021,3.343,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2022,4.462,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2023,3.9,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2024,3.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Fuzzy Sets and Systems,2025,2.7,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2018,3.356,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2019,3.561,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2020,3.669,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2021,3.894,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2022,3.833,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2023,3.8,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2024,3.2,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Express,2025,3.3,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2018,3.589,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2019,3.866,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2020,3.714,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2021,3.776,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2022,3.56,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2023,3.6,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2024,3.1,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Optics Letters,2025,3.3,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2018,1.396,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2019,1.754,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2020,2.175,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2021,2.86,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2022,3.051,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2023,3.6,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2024,2.7,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
Journal of the Operational Research Society,2025,2.7,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2018,2.563,常投期刊清单,2018 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2019,3.332,常投期刊清单,2019 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2020,3.374,常投期刊清单,2020 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2021,2.968,常投期刊清单,2021 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2022,4.124,常投期刊清单,2022 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2023,3.6,常投期刊清单,2023 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2024,3.5,常投期刊清单,2024 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
IEEE Transactions on Human-Machine Systems,2025,4.4,常投期刊清单,2025 JCR authorized import,用户授权 JCR 导入,https://jcr.clarivate.com/jcr/home
